Reference_Ligand,Query_Ligand,Num_Atoms_in_MCS
EDG-MED-5d232de5-6,JAN-GHE-5a013bed-2,11
EDG-MED-5d232de5-6,MAT-POS-a54ce14d-2,23
EDG-MED-5d232de5-6,MAT-POS-e9e99895-6,22
EDG-MED-5d232de5-6,RAL-THA-2d450e86-10,20
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-19,21
EDG-MED-5d232de5-6,ALP-POS-1cbc2fae-1,22
EDG-MED-5d232de5-6,ALP-POS-6f6ae286-5,23
EDG-MED-5d232de5-6,EDJ-MED-9e38fd34-1,24
EDG-MED-5d232de5-6,VLA-UCB-50c39ae8-2,23
EDG-MED-5d232de5-6,EDJ-MED-7889e8da-5,23
EDG-MED-5d232de5-6,ADA-UCB-6c2cb422-1,21
EDG-MED-5d232de5-6,MAT-POS-4223bc15-40,23
EDG-MED-5d232de5-6,ALP-POS-fe871b40-11,23
EDG-MED-5d232de5-6,ALP-POS-c3a96089-4,16
EDG-MED-5d232de5-6,MAT-POS-c7726e07-5,23
EDG-MED-5d232de5-6,EDJ-MED-12c4873b-5,23
EDG-MED-5d232de5-6,EDG-MED-5d232de5-1,24
EDG-MED-5d232de5-6,MAT-POS-6c284e65-1,10
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-13,23
EDG-MED-5d232de5-6,PET-UNK-8df914d1-2,19
EDG-MED-5d232de5-6,BEN-DND-c852c98b-10,20
EDG-MED-5d232de5-6,BEN-BAS-c2bc0d80-7,23
EDG-MED-5d232de5-6,EDJ-MED-be9e6f63-3,23
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-23,23
EDG-MED-5d232de5-6,MIC-UNK-08cd9c58-1,20
EDG-MED-5d232de5-6,EDJ-MED-12c4873b-2,23
EDG-MED-5d232de5-6,ERI-UCB-ce40166b-17,10
EDG-MED-5d232de5-6,RAL-THA-4aa06b95-1,26
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-14,23
EDG-MED-5d232de5-6,BEN-DND-c852c98b-5,24
EDG-MED-5d232de5-6,RAL-THA-8416115c-13,26
EDG-MED-5d232de5-6,ALP-POS-6f6ae286-3,23
EDG-MED-5d232de5-6,ALP-POS-1cbc2fae-2,23
EDG-MED-5d232de5-6,ALP-UNI-8d415491-6,25
EDG-MED-5d232de5-6,MAT-POS-1f3f1a6f-1,22
EDG-MED-5d232de5-6,EDJ-MED-6bf93aa8-1,23
EDG-MED-5d232de5-6,MIK-UNK-78dbf1b8-1,19
EDG-MED-5d232de5-6,MAT-POS-3ccb8ef6-1,23
EDG-MED-5d232de5-6,MAT-POS-afd4d4fd-2,20
EDG-MED-5d232de5-6,MIK-ENA-5d9157e9-5,18
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-20,21
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-14,21
EDG-MED-5d232de5-6,PET-UNK-d899bab6-1,21
EDG-MED-5d232de5-6,MAT-POS-f9802937-7,24
EDG-MED-5d232de5-6,EDJ-MED-1981ceba-2,23
EDG-MED-5d232de5-6,ALP-POS-9c80c481-1,23
EDG-MED-5d232de5-6,EDJ-MED-76744c27-4,23
EDG-MED-5d232de5-6,MAT-POS-96f51285-5,24
EDG-MED-5d232de5-6,EDJ-MED-43f8f7d6-6,23
EDG-MED-5d232de5-6,MAT-POS-bfb445d4-2,11
EDG-MED-5d232de5-6,MAT-POS-8695a11f-1,23
EDG-MED-5d232de5-6,ALP-POS-ecbed2ba-12,23
EDG-MED-5d232de5-6,MAT-POS-86c60949-2,25
EDG-MED-5d232de5-6,MAT-POS-fb82b63d-3,22
EDG-MED-5d232de5-6,MAT-POS-50a80394-1,23
EDG-MED-5d232de5-6,ALP-UNI-8d415491-1,21
EDG-MED-5d232de5-6,EDG-MED-ee636701-1,24
EDG-MED-5d232de5-6,MAT-POS-2e8b2191-11,23
EDG-MED-5d232de5-6,KAD-UNI-80f122c8-2,25
EDG-MED-5d232de5-6,MAT-POS-c20a539d-4,21
EDG-MED-5d232de5-6,ALP-UNI-8e43a71e-8,25
EDG-MED-5d232de5-6,LON-WEI-adc59df6-47,11
EDG-MED-5d232de5-6,MAT-POS-4223bc15-30,23
EDG-MED-5d232de5-6,MAT-POS-bfd29aac-1,20
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-22,21
EDG-MED-5d232de5-6,EDJ-MED-611d11e7-4,23
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-21,23
EDG-MED-5d232de5-6,PET-UNK-b38839dc-1,21
EDG-MED-5d232de5-6,MAT-POS-4223bc15-28,23
EDG-MED-5d232de5-6,ALP-POS-ce760d3f-8,23
EDG-MED-5d232de5-6,MAT-POS-2e8b2191-10,23
EDG-MED-5d232de5-6,MAT-POS-fce787c2-3,23
EDG-MED-5d232de5-6,MAT-POS-e6dd326d-8,23
EDG-MED-5d232de5-6,SAM-UNK-2684b532-12,17
EDG-MED-5d232de5-6,MIC-UNK-45817b9b-1,25
EDG-MED-5d232de5-6,BRU-THA-92256091-17,10
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-18,23
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-2,23
EDG-MED-5d232de5-6,PET-UNK-c9c1e0d8-3,24
EDG-MED-5d232de5-6,ALP-POS-64a710fa-1,10
EDG-MED-5d232de5-6,MAT-POS-e48723dc-2,23
EDG-MED-5d232de5-6,MAT-POS-dc2604c4-1,23
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-37,21
EDG-MED-5d232de5-6,EDJ-MED-d08626de-3,23
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-21,21
EDG-MED-5d232de5-6,RAL-THA-2d450e86-17,21
EDG-MED-5d232de5-6,LON-WEI-9739a092-9 ,21
EDG-MED-5d232de5-6,MAT-POS-5cd9ea36-16,23
EDG-MED-5d232de5-6,ALP-POS-6479a3a9-2,21
EDG-MED-5d232de5-6,MAT-POS-932d1078-3,22
EDG-MED-5d232de5-6,ALP-POS-a577c8a2-1,23
EDG-MED-5d232de5-6,MAT-POS-e9e99895-13,22
EDG-MED-5d232de5-6,MAT-POS-4223bc15-2,23
EDG-MED-5d232de5-6,MAT-POS-afb6844f-1,20
EDG-MED-5d232de5-6,RAL-THA-2d450e86-13,20
EDG-MED-5d232de5-6,ALP-POS-ce760d3f-2,23
EDG-MED-5d232de5-6,MAT-POS-e119ab4f-2,23
EDG-MED-5d232de5-6,RAL-THA-2d450e86-16,20
EDG-MED-5d232de5-6,RAL-THA-2d450e86-33,19
EDG-MED-5d232de5-6,EDG-MED-971238d3-1,23
EDG-MED-5d232de5-6,EDG-MED-5d232de5-8,24
EDG-MED-5d232de5-6,EDJ-MED-e69ed63d-1,23
EDG-MED-5d232de5-6,MAT-POS-e119ab4f-1,23
EDG-MED-5d232de5-6,MAT-POS-90fd5f68-31,21
EDG-MED-5d232de5-6,MAT-POS-e9e99895-2,22
EDG-MED-5d232de5-6,MAT-POS-af1eef35-2,23
EDG-MED-5d232de5-6,EDG-MED-971238d3-4,23
EDG-MED-5d232de5-6,MAT-POS-dd3ad2b5-3,23
EDG-MED-5d232de5-6,VLA-UCB-50c39ae8-7,24
EDG-MED-5d232de5-6,MAT-POS-e119ab4f-5,22
EDG-MED-5d232de5-6,EDJ-MED-4fff0a85-1,23
EDG-MED-5d232de5-6,ALP-POS-133e7cd9-2,23
EDG-MED-5d232de5-6,EDJ-MED-92e193ae-1,25
EDG-MED-5d232de5-6,RAL-THA-2d450e86-7,20
EDG-MED-5d232de5-6,RUB-POS-1325a9ea-14,18
EDG-MED-5d232de5-6,MAT-POS-5d65ec79-1,25
EDG-MED-5d232de5-6,MAT-POS-4223bc15-18,23
EDG-MED-5d232de5-6,MAT-POS-a13804f0-3,24
MAT-POS-f2460aef-1,EDG-MED-5d232de5-6,10
MAT-POS-f2460aef-1,MAT-POS-f2460aef-1,38
MAT-POS-f2460aef-1,MAT-POS-e69ad64a-2,12
MAT-POS-f2460aef-1,MAT-POS-50a80394-2,12
MAT-POS-f2460aef-1,BRU-CON-c4e3408a-1,9
MAT-POS-f2460aef-1,PET-UNK-7fb4f80a-2,9
MAT-POS-f2460aef-1,EDJ-MED-2f867453-1,10
MAT-POS-f2460aef-1,RAL-THA-4aa06b95-7,10
MAT-POS-f2460aef-1,MAT-POS-4223bc15-12,10
MAT-POS-f2460aef-1,EDJ-MED-968bafd9-1,11
MAT-POS-f2460aef-1,MAT-POS-853c0ffa-9,11
MAT-POS-f2460aef-1,ALP-POS-477dc5b7-4,11
MAT-POS-f2460aef-1,EDG-MED-971238d3-5,10
MAT-POS-f2460aef-1,EDG-MED-ba1ac7b9-19,10
MAT-POS-f2460aef-1,EDG-MED-0e5afe9d-1,9
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-28,9
MAT-POS-f2460aef-1,ALP-POS-e0fe77e5-13,11
MAT-POS-f2460aef-1,MAT-POS-fce787c2-5,12
MAT-POS-f2460aef-1,EDG-MED-5d232de5-7,11
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-7,9
MAT-POS-f2460aef-1,PET-UNK-29afea89-2,9
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-22,10
MAT-POS-f2460aef-1,MAT-POS-78e1d523-1,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-26,10
MAT-POS-f2460aef-1,MAT-POS-8293a91a-8,11
MAT-POS-f2460aef-1,LON-WEI-9739a092-6,13
MAT-POS-f2460aef-1,EDG-MED-ba1ac7b9-11,10
MAT-POS-f2460aef-1,PET-UNK-7fb4f80a-1,9
MAT-POS-f2460aef-1,EDG-MED-70ae9412-1,12
MAT-POS-f2460aef-1,VLA-UCB-34f3ed0c-11,11
MAT-POS-f2460aef-1,MAT-POS-de59a476-4,9
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-17,10
MAT-POS-f2460aef-1,EDG-MED-70ae9412-2,14
MAT-POS-f2460aef-1,EDG-MED-5d232de5-3,11
MAT-POS-f2460aef-1,EDJ-MED-c3ea9889-6,10
MAT-POS-f2460aef-1,PET-UNK-bb7ffe78-1,9
MAT-POS-f2460aef-1,ALP-POS-869ac754-1,9
MAT-POS-f2460aef-1,MAT-POS-5d65ec79-2,10
MAT-POS-f2460aef-1,MAT-POS-7174c657-5,13
MAT-POS-f2460aef-1,EDG-MED-b1ef7fe3-1,13
MAT-POS-f2460aef-1,EDJ-MED-43f8f7d6-4,13
MAT-POS-f2460aef-1,RUB-POS-1325a9ea-4,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-30,10
MAT-POS-f2460aef-1,EDJ-MED-e4b030d8-11,9
MAT-POS-f2460aef-1,MAT-POS-dd3ad2b5-2,12
MAT-POS-f2460aef-1,MAT-POS-fb82b63d-1,18
MAT-POS-f2460aef-1,MAT-POS-1bed62cf-3,13
MAT-POS-f2460aef-1,ALP-POS-8b8a49e1-4,11
MAT-POS-f2460aef-1,EDG-MED-ba1ac7b9-21,10
MAT-POS-f2460aef-1,MAT-POS-e119ab4f-3,13
MAT-POS-f2460aef-1,EDJ-MED-8c98ee63-2,10
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-15,13
MAT-POS-f2460aef-1,ERI-UCB-d6de1f3c-2,13
MAT-POS-f2460aef-1,MAT-POS-2e8b2191-12,13
MAT-POS-f2460aef-1,MAT-POS-fce787c2-6,9
MAT-POS-f2460aef-1,MAT-POS-de59a476-2,9
MAT-POS-f2460aef-1,EDJ-MED-e69ed63d-13,13
MAT-POS-f2460aef-1,RAL-THA-2d450e86-6,9
MAT-POS-f2460aef-1,JIN-POS-6dc588a4-6,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-12,9
MAT-POS-f2460aef-1,EDJ-MED-8bb691af-6,11
MAT-POS-f2460aef-1,ALP-POS-477dc5b7-5,11
MAT-POS-f2460aef-1,EDG-MED-ba1ac7b9-13,10
MAT-POS-f2460aef-1,ALP-UNI-3735e77e-2,9
MAT-POS-f2460aef-1,RAL-THA-8416115c-5,11
MAT-POS-f2460aef-1,MAT-POS-e6dd326d-6,11
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-13,9
MAT-POS-f2460aef-1,ALP-UNI-3735e77e-1,11
MAT-POS-f2460aef-1,TRY-UNI-2eddb1ff-7,9
MAT-POS-f2460aef-1,MIK-ENA-5d9157e9-6,10
MAT-POS-f2460aef-1,MAT-POS-4223bc15-3,10
MAT-POS-f2460aef-1,MAT-POS-4223bc15-11,10
MAT-POS-f2460aef-1,MAT-POS-4223bc15-23,13
MAT-POS-f2460aef-1,EDJ-MED-1981ceba-4,10
MAT-POS-f2460aef-1,ALP-UNI-8d415491-3,9
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-2,9
MAT-POS-f2460aef-1,VLA-UNK-82501c2c-1,9
MAT-POS-f2460aef-1,EDJ-MED-705e09b8-1,13
MAT-POS-f2460aef-1,EDJ-MED-1981ceba-3,10
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-38,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-1,9
MAT-POS-f2460aef-1,MAT-POS-e9e99895-11,12
MAT-POS-f2460aef-1,EDJ-MED-8bb691af-8,13
MAT-POS-f2460aef-1,EDG-MED-10fcb19e-1,9
MAT-POS-f2460aef-1,EDJ-MED-4fff0a85-3,10
MAT-POS-f2460aef-1,EDJ-MED-7889e8da-3,13
MAT-POS-f2460aef-1,MAT-POS-fce787c2-4,9
MAT-POS-f2460aef-1,JAN-GHE-5a013bed-2,9
MAT-POS-f2460aef-1,MAT-POS-a54ce14d-2,13
MAT-POS-f2460aef-1,MAT-POS-e9e99895-6,12
MAT-POS-f2460aef-1,RAL-THA-2d450e86-10,10
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-19,9
MAT-POS-f2460aef-1,ALP-POS-1cbc2fae-1,10
MAT-POS-f2460aef-1,ALP-POS-6f6ae286-5,13
MAT-POS-f2460aef-1,EDJ-MED-9e38fd34-1,10
MAT-POS-f2460aef-1,VLA-UCB-50c39ae8-2,12
MAT-POS-f2460aef-1,EDJ-MED-7889e8da-5,13
MAT-POS-f2460aef-1,ADA-UCB-6c2cb422-1,9
MAT-POS-f2460aef-1,MAT-POS-4223bc15-40,11
MAT-POS-f2460aef-1,ALP-POS-fe871b40-11,9
MAT-POS-f2460aef-1,ALP-POS-c3a96089-4,11
MAT-POS-f2460aef-1,MAT-POS-c7726e07-5,13
MAT-POS-f2460aef-1,EDJ-MED-12c4873b-5,13
MAT-POS-f2460aef-1,EDG-MED-5d232de5-1,9
MAT-POS-f2460aef-1,MAT-POS-6c284e65-1,11
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-13,13
MAT-POS-f2460aef-1,PET-UNK-8df914d1-2,9
MAT-POS-f2460aef-1,BEN-DND-c852c98b-10,10
MAT-POS-f2460aef-1,BEN-BAS-c2bc0d80-7,13
MAT-POS-f2460aef-1,EDJ-MED-be9e6f63-3,10
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-23,10
MAT-POS-f2460aef-1,MIC-UNK-08cd9c58-1,9
MAT-POS-f2460aef-1,EDJ-MED-12c4873b-2,13
MAT-POS-f2460aef-1,ERI-UCB-ce40166b-17,9
MAT-POS-f2460aef-1,RAL-THA-4aa06b95-1,11
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-14,13
MAT-POS-f2460aef-1,BEN-DND-c852c98b-5,9
MAT-POS-f2460aef-1,RAL-THA-8416115c-13,11
MAT-POS-f2460aef-1,ALP-POS-6f6ae286-3,9
MAT-POS-f2460aef-1,ALP-POS-1cbc2fae-2,10
MAT-POS-f2460aef-1,ALP-UNI-8d415491-6,9
MAT-POS-f2460aef-1,MAT-POS-1f3f1a6f-1,11
MAT-POS-f2460aef-1,EDJ-MED-6bf93aa8-1,9
MAT-POS-f2460aef-1,MIK-UNK-78dbf1b8-1,9
MAT-POS-f2460aef-1,MAT-POS-3ccb8ef6-1,10
MAT-POS-f2460aef-1,MAT-POS-afd4d4fd-2,9
MAT-POS-f2460aef-1,MIK-ENA-5d9157e9-5,10
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-20,9
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-14,9
MAT-POS-f2460aef-1,PET-UNK-d899bab6-1,9
MAT-POS-f2460aef-1,MAT-POS-f9802937-7,9
MAT-POS-f2460aef-1,EDJ-MED-1981ceba-2,10
MAT-POS-f2460aef-1,ALP-POS-9c80c481-1,10
MAT-POS-f2460aef-1,EDJ-MED-76744c27-4,10
MAT-POS-f2460aef-1,MAT-POS-96f51285-5,9
MAT-POS-f2460aef-1,EDJ-MED-43f8f7d6-6,13
MAT-POS-f2460aef-1,MAT-POS-bfb445d4-2,9
MAT-POS-f2460aef-1,MAT-POS-8695a11f-1,11
MAT-POS-f2460aef-1,ALP-POS-ecbed2ba-12,13
MAT-POS-f2460aef-1,MAT-POS-86c60949-2,12
MAT-POS-f2460aef-1,MAT-POS-fb82b63d-3,18
MAT-POS-f2460aef-1,MAT-POS-50a80394-1,12
MAT-POS-f2460aef-1,ALP-UNI-8d415491-1,9
MAT-POS-f2460aef-1,EDG-MED-ee636701-1,13
MAT-POS-f2460aef-1,MAT-POS-2e8b2191-11,13
MAT-POS-f2460aef-1,KAD-UNI-80f122c8-2,10
MAT-POS-f2460aef-1,MAT-POS-c20a539d-4,9
MAT-POS-f2460aef-1,ALP-UNI-8e43a71e-8,10
MAT-POS-f2460aef-1,LON-WEI-adc59df6-47,33
MAT-POS-f2460aef-1,MAT-POS-4223bc15-30,10
MAT-POS-f2460aef-1,MAT-POS-bfd29aac-1,10
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-22,9
MAT-POS-f2460aef-1,EDJ-MED-611d11e7-4,9
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-21,10
MAT-POS-f2460aef-1,PET-UNK-b38839dc-1,9
MAT-POS-f2460aef-1,MAT-POS-4223bc15-28,11
MAT-POS-f2460aef-1,ALP-POS-ce760d3f-8,11
MAT-POS-f2460aef-1,MAT-POS-2e8b2191-10,13
MAT-POS-f2460aef-1,MAT-POS-fce787c2-3,9
MAT-POS-f2460aef-1,MAT-POS-e6dd326d-8,12
MAT-POS-f2460aef-1,SAM-UNK-2684b532-12,9
MAT-POS-f2460aef-1,MIC-UNK-45817b9b-1,9
MAT-POS-f2460aef-1,BRU-THA-92256091-17,31
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-18,10
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-2,10
MAT-POS-f2460aef-1,PET-UNK-c9c1e0d8-3,11
MAT-POS-f2460aef-1,ALP-POS-64a710fa-1,12
MAT-POS-f2460aef-1,MAT-POS-e48723dc-2,13
MAT-POS-f2460aef-1,MAT-POS-dc2604c4-1,10
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-37,9
MAT-POS-f2460aef-1,EDJ-MED-d08626de-3,9
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-21,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-17,9
MAT-POS-f2460aef-1,LON-WEI-9739a092-9 ,12
MAT-POS-f2460aef-1,MAT-POS-5cd9ea36-16,10
MAT-POS-f2460aef-1,ALP-POS-6479a3a9-2,9
MAT-POS-f2460aef-1,MAT-POS-932d1078-3,10
MAT-POS-f2460aef-1,ALP-POS-a577c8a2-1,9
MAT-POS-f2460aef-1,MAT-POS-e9e99895-13,12
MAT-POS-f2460aef-1,MAT-POS-4223bc15-2,10
MAT-POS-f2460aef-1,MAT-POS-afb6844f-1,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-13,9
MAT-POS-f2460aef-1,ALP-POS-ce760d3f-2,9
MAT-POS-f2460aef-1,MAT-POS-e119ab4f-2,13
MAT-POS-f2460aef-1,RAL-THA-2d450e86-16,10
MAT-POS-f2460aef-1,RAL-THA-2d450e86-33,9
MAT-POS-f2460aef-1,EDG-MED-971238d3-1,9
MAT-POS-f2460aef-1,EDG-MED-5d232de5-8,11
MAT-POS-f2460aef-1,EDJ-MED-e69ed63d-1,13
MAT-POS-f2460aef-1,MAT-POS-e119ab4f-1,13
MAT-POS-f2460aef-1,MAT-POS-90fd5f68-31,9
MAT-POS-f2460aef-1,MAT-POS-e9e99895-2,12
MAT-POS-f2460aef-1,MAT-POS-af1eef35-2,10
MAT-POS-f2460aef-1,EDG-MED-971238d3-4,9
MAT-POS-f2460aef-1,MAT-POS-dd3ad2b5-3,11
MAT-POS-f2460aef-1,VLA-UCB-50c39ae8-7,12
MAT-POS-f2460aef-1,MAT-POS-e119ab4f-5,13
MAT-POS-f2460aef-1,EDJ-MED-4fff0a85-1,10
MAT-POS-f2460aef-1,ALP-POS-133e7cd9-2,11
MAT-POS-f2460aef-1,EDJ-MED-92e193ae-1,9
MAT-POS-f2460aef-1,RAL-THA-2d450e86-7,9
MAT-POS-f2460aef-1,RUB-POS-1325a9ea-14,9
MAT-POS-f2460aef-1,MAT-POS-5d65ec79-1,10
MAT-POS-f2460aef-1,MAT-POS-4223bc15-18,11
MAT-POS-f2460aef-1,MAT-POS-a13804f0-3,9
MAT-POS-e69ad64a-2,EDG-MED-5d232de5-6,23
MAT-POS-e69ad64a-2,MAT-POS-f2460aef-1,12
MAT-POS-e69ad64a-2,MAT-POS-e69ad64a-2,28
MAT-POS-e69ad64a-2,MAT-POS-50a80394-2,25
MAT-POS-e69ad64a-2,BRU-CON-c4e3408a-1,20
MAT-POS-e69ad64a-2,PET-UNK-7fb4f80a-2,21
MAT-POS-e69ad64a-2,EDJ-MED-2f867453-1,22
MAT-POS-e69ad64a-2,RAL-THA-4aa06b95-7,22
MAT-POS-e69ad64a-2,MAT-POS-4223bc15-12,23
MAT-POS-e69ad64a-2,EDJ-MED-968bafd9-1,23
MAT-POS-e69ad64a-2,MAT-POS-853c0ffa-9,24
MAT-POS-e69ad64a-2,ALP-POS-477dc5b7-4,25
MAT-POS-e69ad64a-2,EDG-MED-971238d3-5,23
